ca.rmen.nounours.lwp.rainbow - Installs by user by Android Version for 2011-06-26 - 2019-02-24
,,Metric,Installs by user,Notes
,,Dimension,All Android versions
2011-06-26 - 2019-02-24,2012-12-09,,176
2011-06-26 - 2019-02-24,2012-12-10,,159
2011-06-26 - 2019-02-24,2012-12-11,,181
2011-06-26 - 2019-02-24,2012-12-12,,174
2011-06-26 - 2019-02-24,2012-12-13,,154
2011-06-26 - 2019-02-24,2012-12-14,,133
2011-06-26 - 2019-02-24,2012-12-15,,152
2011-06-26 - 2019-02-24,2012-12-16,,126
2011-06-26 - 2019-02-24,2012-12-17,,150
2011-06-26 - 2019-02-24,2012-12-18,,150
2011-06-26 - 2019-02-24,2012-12-19,,128
2011-06-26 - 2019-02-24,2012-12-20,,148
2011-06-26 - 2019-02-24,2012-12-21,,125
2011-06-26 - 2019-02-24,2012-12-22,,139
2011-06-26 - 2019-02-24,2012-12-23,,125
2011-06-26 - 2019-02-24,2012-12-24,,141
2011-06-26 - 2019-02-24,2012-12-25,,166
2011-06-26 - 2019-02-24,2012-12-26,,169
2011-06-26 - 2019-02-24,2012-12-27,,170
2011-06-26 - 2019-02-24,2012-12-28,,156
2011-06-26 - 2019-02-24,2012-12-29,,143
2011-06-26 - 2019-02-24,2012-12-30,,138
2011-06-26 - 2019-02-24,2012-12-31,,116
2011-06-26 - 2019-02-24,2013-01-01,,170
2011-06-26 - 2019-02-24,2013-01-02,,166
2011-06-26 - 2019-02-24,2013-01-03,,155
2011-06-26 - 2019-02-24,2013-01-04,,126
2011-06-26 - 2019-02-24,2013-01-05,,69
2011-06-26 - 2019-02-24,2013-01-06,,66
2011-06-26 - 2019-02-24,2013-01-07,,63
2011-06-26 - 2019-02-24,2013-01-08,,51
2011-06-26 - 2019-02-24,2013-01-09,,58
2011-06-26 - 2019-02-24,2013-01-10,,52
2011-06-26 - 2019-02-24,2013-01-11,,62
2011-06-26 - 2019-02-24,2013-01-12,,52
2011-06-26 - 2019-02-24,2013-01-13,,66
2011-06-26 - 2019-02-24,2013-01-14,,54
2011-06-26 - 2019-02-24,2013-01-15,,43
2011-06-26 - 2019-02-24,2013-01-16,,56
2011-06-26 - 2019-02-24,2013-01-17,,47
2011-06-26 - 2019-02-24,2013-01-18,,50
2011-06-26 - 2019-02-24,2013-01-19,,55
2011-06-26 - 2019-02-24,2013-01-20,,54
2011-06-26 - 2019-02-24,2013-01-21,,48
2011-06-26 - 2019-02-24,2013-01-22,,36
2011-06-26 - 2019-02-24,2013-01-23,,31
2011-06-26 - 2019-02-24,2013-01-24,,47
2011-06-26 - 2019-02-24,2013-01-25,,23
2011-06-26 - 2019-02-24,2013-01-26,,50
2011-06-26 - 2019-02-24,2013-01-27,,47
2011-06-26 - 2019-02-24,2013-01-28,,48
2011-06-26 - 2019-02-24,2013-01-29,,35
2011-06-26 - 2019-02-24,2013-01-30,,34
2011-06-26 - 2019-02-24,2013-01-31,,45
2011-06-26 - 2019-02-24,2013-02-01,,47
2011-06-26 - 2019-02-24,2013-02-02,,61
2011-06-26 - 2019-02-24,2013-02-03,,61
2011-06-26 - 2019-02-24,2013-02-04,,34
2011-06-26 - 2019-02-24,2013-02-05,,55
2011-06-26 - 2019-02-24,2013-02-06,,41
2011-06-26 - 2019-02-24,2013-02-07,,50
2011-06-26 - 2019-02-24,2013-02-08,,69
2011-06-26 - 2019-02-24,2013-02-09,,50
2011-06-26 - 2019-02-24,2013-02-10,,61
2011-06-26 - 2019-02-24,2013-02-11,,50
2011-06-26 - 2019-02-24,2013-02-12,,46
2011-06-26 - 2019-02-24,2013-02-13,,74
2011-06-26 - 2019-02-24,2013-02-14,,72
2011-06-26 - 2019-02-24,2013-02-15,,66
2011-06-26 - 2019-02-24,2013-02-16,,60
2011-06-26 - 2019-02-24,2013-02-17,,68
2011-06-26 - 2019-02-24,2013-02-18,,72
2011-06-26 - 2019-02-24,2013-02-19,,45
2011-06-26 - 2019-02-24,2013-02-20,,63
2011-06-26 - 2019-02-24,2013-02-21,,44
2011-06-26 - 2019-02-24,2013-02-22,,54
2011-06-26 - 2019-02-24,2013-02-23,,56
2011-06-26 - 2019-02-24,2013-02-24,,47
2011-06-26 - 2019-02-24,2013-02-25,,30
2011-06-26 - 2019-02-24,2013-02-26,,41
2011-06-26 - 2019-02-24,2013-02-27,,52
2011-06-26 - 2019-02-24,2013-02-28,,37
2011-06-26 - 2019-02-24,2013-03-01,,55
2011-06-26 - 2019-02-24,2013-03-02,,47
2011-06-26 - 2019-02-24,2013-03-03,,55
2011-06-26 - 2019-02-24,2013-03-04,,38
2011-06-26 - 2019-02-24,2013-03-05,,60
2011-06-26 - 2019-02-24,2013-03-06,,42
2011-06-26 - 2019-02-24,2013-03-07,,54
2011-06-26 - 2019-02-24,2013-03-08,,51
2011-06-26 - 2019-02-24,2013-03-09,,54
2011-06-26 - 2019-02-24,2013-03-10,,60
2011-06-26 - 2019-02-24,2013-03-11,,42
2011-06-26 - 2019-02-24,2013-03-12,,37
2011-06-26 - 2019-02-24,2013-03-13,,38
2011-06-26 - 2019-02-24,2013-03-14,,54
2011-06-26 - 2019-02-24,2013-03-15,,33
2011-06-26 - 2019-02-24,2013-03-16,,44
2011-06-26 - 2019-02-24,2013-03-17,,51
2011-06-26 - 2019-02-24,2013-03-18,,29
2011-06-26 - 2019-02-24,2013-03-19,,29
2011-06-26 - 2019-02-24,2013-03-20,,9
2011-06-26 - 2019-02-24,2013-03-21,,13
2011-06-26 - 2019-02-24,2013-03-22,,12
2011-06-26 - 2019-02-24,2013-03-23,,15
2011-06-26 - 2019-02-24,2013-03-24,,13
2011-06-26 - 2019-02-24,2013-03-25,,11
2011-06-26 - 2019-02-24,2013-03-26,,18
2011-06-26 - 2019-02-24,2013-03-27,,11
2011-06-26 - 2019-02-24,2013-03-28,,11
2011-06-26 - 2019-02-24,2013-03-29,,11
2011-06-26 - 2019-02-24,2013-03-30,,14
2011-06-26 - 2019-02-24,2013-03-31,,13
2011-06-26 - 2019-02-24,2013-04-01,,10
2011-06-26 - 2019-02-24,2013-04-02,,7
2011-06-26 - 2019-02-24,2013-04-03,,12
2011-06-26 - 2019-02-24,2013-04-04,,13
2011-06-26 - 2019-02-24,2013-04-05,,14
2011-06-26 - 2019-02-24,2013-04-06,,12
2011-06-26 - 2019-02-24,2013-04-07,,10
2011-06-26 - 2019-02-24,2013-04-08,,5
2011-06-26 - 2019-02-24,2013-04-09,,14
2011-06-26 - 2019-02-24,2013-04-10,,20
2011-06-26 - 2019-02-24,2013-04-11,,13
2011-06-26 - 2019-02-24,2013-04-12,,16
2011-06-26 - 2019-02-24,2013-04-13,,27
2011-06-26 - 2019-02-24,2013-04-14,,19
2011-06-26 - 2019-02-24,2013-04-15,,19
2011-06-26 - 2019-02-24,2013-04-16,,24
2011-06-26 - 2019-02-24,2013-04-17,,23
2011-06-26 - 2019-02-24,2013-04-18,,17
2011-06-26 - 2019-02-24,2013-04-19,,32
2011-06-26 - 2019-02-24,2013-04-20,,25
2011-06-26 - 2019-02-24,2013-04-21,,32
2011-06-26 - 2019-02-24,2013-04-22,,31
2011-06-26 - 2019-02-24,2013-04-23,,16
2011-06-26 - 2019-02-24,2013-04-24,,27
2011-06-26 - 2019-02-24,2013-04-25,,31
2011-06-26 - 2019-02-24,2013-04-26,,42
2011-06-26 - 2019-02-24,2013-04-27,,26
2011-06-26 - 2019-02-24,2013-04-28,,18
2011-06-26 - 2019-02-24,2013-04-29,,13
2011-06-26 - 2019-02-24,2013-04-30,,18
2011-06-26 - 2019-02-24,2013-05-01,,16
2011-06-26 - 2019-02-24,2013-05-02,,21
2011-06-26 - 2019-02-24,2013-05-03,,12
2011-06-26 - 2019-02-24,2013-05-04,,15
2011-06-26 - 2019-02-24,2013-05-05,,20
2011-06-26 - 2019-02-24,2013-05-06,,22
2011-06-26 - 2019-02-24,2013-05-07,,22
2011-06-26 - 2019-02-24,2013-05-08,,22
2011-06-26 - 2019-02-24,2013-05-09,,22
2011-06-26 - 2019-02-24,2013-05-10,,24
2011-06-26 - 2019-02-24,2013-05-11,,23
2011-06-26 - 2019-02-24,2013-05-12,,19
2011-06-26 - 2019-02-24,2013-05-13,,18
2011-06-26 - 2019-02-24,2013-05-14,,14
2011-06-26 - 2019-02-24,2013-05-15,,21
2011-06-26 - 2019-02-24,2013-05-16,,21
2011-06-26 - 2019-02-24,2013-05-17,,19
2011-06-26 - 2019-02-24,2013-05-18,,23
2011-06-26 - 2019-02-24,2013-05-19,,19
2011-06-26 - 2019-02-24,2013-05-20,,14
2011-06-26 - 2019-02-24,2013-05-21,,24
2011-06-26 - 2019-02-24,2013-05-22,,24
2011-06-26 - 2019-02-24,2013-05-23,,21
2011-06-26 - 2019-02-24,2013-05-24,,25
2011-06-26 - 2019-02-24,2013-05-25,,21
2011-06-26 - 2019-02-24,2013-05-26,,14
2011-06-26 - 2019-02-24,2013-05-27,,26
2011-06-26 - 2019-02-24,2013-05-28,,21
2011-06-26 - 2019-02-24,2013-05-29,,17
2011-06-26 - 2019-02-24,2013-05-30,,26
2011-06-26 - 2019-02-24,2013-05-31,,24
2011-06-26 - 2019-02-24,2013-06-01,,23
2011-06-26 - 2019-02-24,2013-06-02,,15
2011-06-26 - 2019-02-24,2013-06-03,,15
2011-06-26 - 2019-02-24,2013-06-04,,13
2011-06-26 - 2019-02-24,2013-06-05,,14
2011-06-26 - 2019-02-24,2013-06-06,,13
2011-06-26 - 2019-02-24,2013-06-07,,15
2011-06-26 - 2019-02-24,2013-06-08,,20
2011-06-26 - 2019-02-24,2013-06-09,,18
2011-06-26 - 2019-02-24,2013-06-10,,12
2011-06-26 - 2019-02-24,2013-06-11,,12
2011-06-26 - 2019-02-24,2013-06-12,,23
2011-06-26 - 2019-02-24,2013-06-13,,11
2011-06-26 - 2019-02-24,2013-06-14,,19
2011-06-26 - 2019-02-24,2013-06-15,,8
2011-06-26 - 2019-02-24,2013-06-16,,12
2011-06-26 - 2019-02-24,2013-06-17,,13
2011-06-26 - 2019-02-24,2013-06-18,,17
2011-06-26 - 2019-02-24,2013-06-19,,24
2011-06-26 - 2019-02-24,2013-06-20,,20
2011-06-26 - 2019-02-24,2013-06-21,,23
2011-06-26 - 2019-02-24,2013-06-22,,17
2011-06-26 - 2019-02-24,2013-06-23,,28
2011-06-26 - 2019-02-24,2013-06-24,,19
2011-06-26 - 2019-02-24,2013-06-25,,20
2011-06-26 - 2019-02-24,2013-06-26,,23
2011-06-26 - 2019-02-24,2013-06-27,,21
2011-06-26 - 2019-02-24,2013-06-28,,25
2011-06-26 - 2019-02-24,2013-06-29,,19
2011-06-26 - 2019-02-24,2013-06-30,,14
2011-06-26 - 2019-02-24,2013-07-01,,16
2011-06-26 - 2019-02-24,2013-07-02,,18
2011-06-26 - 2019-02-24,2013-07-03,,12
2011-06-26 - 2019-02-24,2013-07-04,,16
2011-06-26 - 2019-02-24,2013-07-05,,18
2011-06-26 - 2019-02-24,2013-07-06,,11
2011-06-26 - 2019-02-24,2013-07-07,,19
2011-06-26 - 2019-02-24,2013-07-08,,27
2011-06-26 - 2019-02-24,2013-07-09,,26
2011-06-26 - 2019-02-24,2013-07-10,,15
2011-06-26 - 2019-02-24,2013-07-11,,11
2011-06-26 - 2019-02-24,2013-07-12,,21
2011-06-26 - 2019-02-24,2013-07-13,,21
2011-06-26 - 2019-02-24,2013-07-14,,12
2011-06-26 - 2019-02-24,2013-07-15,,19
2011-06-26 - 2019-02-24,2013-07-16,,22
2011-06-26 - 2019-02-24,2013-07-17,,19
2011-06-26 - 2019-02-24,2013-07-18,,11
2011-06-26 - 2019-02-24,2013-07-19,,13
2011-06-26 - 2019-02-24,2013-07-20,,22
2011-06-26 - 2019-02-24,2013-07-21,,24
2011-06-26 - 2019-02-24,2013-07-22,,17
2011-06-26 - 2019-02-24,2013-07-23,,26
2011-06-26 - 2019-02-24,2013-07-24,,17
2011-06-26 - 2019-02-24,2013-07-25,,13
2011-06-26 - 2019-02-24,2013-07-26,,10
2011-06-26 - 2019-02-24,2013-07-27,,7
2011-06-26 - 2019-02-24,2013-07-28,,5
2011-06-26 - 2019-02-24,2013-07-29,,3
2011-06-26 - 2019-02-24,2013-07-30,,3
2011-06-26 - 2019-02-24,2013-07-31,,1
2011-06-26 - 2019-02-24,2013-08-01,,3
2011-06-26 - 2019-02-24,2013-08-02,,5
2011-06-26 - 2019-02-24,2013-08-03,,3
2011-06-26 - 2019-02-24,2013-08-04,,2
2011-06-26 - 2019-02-24,2013-08-05,,2
2011-06-26 - 2019-02-24,2013-08-06,,5
2011-06-26 - 2019-02-24,2013-08-07,,5
2011-06-26 - 2019-02-24,2013-08-08,,2
2011-06-26 - 2019-02-24,2013-08-09,,3
2011-06-26 - 2019-02-24,2013-08-10,,4
2011-06-26 - 2019-02-24,2013-08-11,,2
2011-06-26 - 2019-02-24,2013-08-12,,2
2011-06-26 - 2019-02-24,2013-08-13,,5
2011-06-26 - 2019-02-24,2013-08-14,,7
2011-06-26 - 2019-02-24,2013-08-15,,4
2011-06-26 - 2019-02-24,2013-08-16,,6
2011-06-26 - 2019-02-24,2013-08-17,,4
2011-06-26 - 2019-02-24,2013-08-18,,7
2011-06-26 - 2019-02-24,2013-08-19,,8
2011-06-26 - 2019-02-24,2013-08-20,,8
2011-06-26 - 2019-02-24,2013-08-21,,6
2011-06-26 - 2019-02-24,2013-08-22,,8
2011-06-26 - 2019-02-24,2013-08-23,,7
2011-06-26 - 2019-02-24,2013-08-24,,7
2011-06-26 - 2019-02-24,2013-08-25,,8
2011-06-26 - 2019-02-24,2013-08-26,,5
2011-06-26 - 2019-02-24,2013-08-27,,3
2011-06-26 - 2019-02-24,2013-08-28,,5
2011-06-26 - 2019-02-24,2013-08-29,,1
2011-06-26 - 2019-02-24,2013-08-30,,6
2011-06-26 - 2019-02-24,2013-08-31,,3
2011-06-26 - 2019-02-24,2013-09-01,,3
2011-06-26 - 2019-02-24,2013-09-02,,4
2011-06-26 - 2019-02-24,2013-09-03,,6
2011-06-26 - 2019-02-24,2013-09-04,,6
2011-06-26 - 2019-02-24,2013-09-05,,2
2011-06-26 - 2019-02-24,2013-09-06,,7
2011-06-26 - 2019-02-24,2013-09-07,,7
2011-06-26 - 2019-02-24,2013-09-08,,4
2011-06-26 - 2019-02-24,2013-09-09,,3
2011-06-26 - 2019-02-24,2013-09-10,,5
2011-06-26 - 2019-02-24,2013-09-11,,6
2011-06-26 - 2019-02-24,2013-09-12,,8
2011-06-26 - 2019-02-24,2013-09-13,,11
2011-06-26 - 2019-02-24,2013-09-14,,9
2011-06-26 - 2019-02-24,2013-09-15,,6
2011-06-26 - 2019-02-24,2013-09-16,,3
2011-06-26 - 2019-02-24,2013-09-17,,3
2011-06-26 - 2019-02-24,2013-09-18,,9
2011-06-26 - 2019-02-24,2013-09-19,,13
2011-06-26 - 2019-02-24,2013-09-20,,2
2011-06-26 - 2019-02-24,2013-09-21,,7
2011-06-26 - 2019-02-24,2013-09-22,,8
2011-06-26 - 2019-02-24,2013-09-23,,8
2011-06-26 - 2019-02-24,2013-09-24,,9
2011-06-26 - 2019-02-24,2013-09-25,,5
2011-06-26 - 2019-02-24,2013-09-26,,7
2011-06-26 - 2019-02-24,2013-09-27,,6
2011-06-26 - 2019-02-24,2013-09-28,,8
2011-06-26 - 2019-02-24,2013-09-29,,6
2011-06-26 - 2019-02-24,2013-09-30,,3
2011-06-26 - 2019-02-24,2013-10-01,,10
2011-06-26 - 2019-02-24,2013-10-02,,3
2011-06-26 - 2019-02-24,2013-10-03,,5
2011-06-26 - 2019-02-24,2013-10-04,,9
2011-06-26 - 2019-02-24,2013-10-05,,9
2011-06-26 - 2019-02-24,2013-10-06,,7
2011-06-26 - 2019-02-24,2013-10-07,,5
2011-06-26 - 2019-02-24,2013-10-08,,4
2011-06-26 - 2019-02-24,2013-10-09,,5
2011-06-26 - 2019-02-24,2013-10-10,,5
2011-06-26 - 2019-02-24,2013-10-11,,8
2011-06-26 - 2019-02-24,2013-10-12,,9
2011-06-26 - 2019-02-24,2013-10-13,,10
2011-06-26 - 2019-02-24,2013-10-14,,6
2011-06-26 - 2019-02-24,2013-10-15,,7
2011-06-26 - 2019-02-24,2013-10-16,,5
2011-06-26 - 2019-02-24,2013-10-17,,9
2011-06-26 - 2019-02-24,2013-10-18,,4
2011-06-26 - 2019-02-24,2013-10-19,,3
2011-06-26 - 2019-02-24,2013-10-20,,7
2011-06-26 - 2019-02-24,2013-10-21,,2
2011-06-26 - 2019-02-24,2013-10-22,,7
2011-06-26 - 2019-02-24,2013-10-23,,6
2011-06-26 - 2019-02-24,2013-10-24,,2
2011-06-26 - 2019-02-24,2013-10-25,,7
2011-06-26 - 2019-02-24,2013-10-26,,3
2011-06-26 - 2019-02-24,2013-10-27,,4
2011-06-26 - 2019-02-24,2013-10-28,,5
2011-06-26 - 2019-02-24,2013-10-29,,8
2011-06-26 - 2019-02-24,2013-10-30,,23
2011-06-26 - 2019-02-24,2013-10-31,,6
2011-06-26 - 2019-02-24,2013-11-01,,13
2011-06-26 - 2019-02-24,2013-11-02,,15
2011-06-26 - 2019-02-24,2013-11-03,,19
2011-06-26 - 2019-02-24,2013-11-04,,13
2011-06-26 - 2019-02-24,2013-11-05,,14
2011-06-26 - 2019-02-24,2013-11-06,,4
2011-06-26 - 2019-02-24,2013-11-07,,4
2011-06-26 - 2019-02-24,2013-11-08,,11
2011-06-26 - 2019-02-24,2013-11-09,,8
2011-06-26 - 2019-02-24,2013-11-10,,11
2011-06-26 - 2019-02-24,2013-11-11,,12
2011-06-26 - 2019-02-24,2013-11-12,,9
2011-06-26 - 2019-02-24,2013-11-13,,9
2011-06-26 - 2019-02-24,2013-11-14,,18
2011-06-26 - 2019-02-24,2013-11-15,,17
2011-06-26 - 2019-02-24,2013-11-16,,11
2011-06-26 - 2019-02-24,2013-11-17,,14
2011-06-26 - 2019-02-24,2013-11-18,,19
2011-06-26 - 2019-02-24,2013-11-19,,14
2011-06-26 - 2019-02-24,2013-11-20,,12
2011-06-26 - 2019-02-24,2013-11-21,,13
2011-06-26 - 2019-02-24,2013-11-22,,13
2011-06-26 - 2019-02-24,2013-11-23,,12
2011-06-26 - 2019-02-24,2013-11-24,,20
2011-06-26 - 2019-02-24,2013-11-25,,16
2011-06-26 - 2019-02-24,2013-11-26,,17
2011-06-26 - 2019-02-24,2013-11-27,,7
2011-06-26 - 2019-02-24,2013-11-28,,21
2011-06-26 - 2019-02-24,2013-11-29,,16
2011-06-26 - 2019-02-24,2013-11-30,,12
2011-06-26 - 2019-02-24,2013-12-01,,20
2011-06-26 - 2019-02-24,2013-12-02,,10
2011-06-26 - 2019-02-24,2013-12-03,,13
2011-06-26 - 2019-02-24,2013-12-04,,10
2011-06-26 - 2019-02-24,2013-12-05,,13
2011-06-26 - 2019-02-24,2013-12-06,,12
2011-06-26 - 2019-02-24,2013-12-07,,17
2011-06-26 - 2019-02-24,2013-12-08,,19
2011-06-26 - 2019-02-24,2013-12-09,,11
2011-06-26 - 2019-02-24,2013-12-10,,18
2011-06-26 - 2019-02-24,2013-12-11,,11
2011-06-26 - 2019-02-24,2013-12-12,,10
2011-06-26 - 2019-02-24,2013-12-13,,11
2011-06-26 - 2019-02-24,2013-12-14,,11
2011-06-26 - 2019-02-24,2013-12-15,,9
2011-06-26 - 2019-02-24,2013-12-16,,8
2011-06-26 - 2019-02-24,2013-12-17,,8
2011-06-26 - 2019-02-24,2013-12-18,,15
2011-06-26 - 2019-02-24,2013-12-19,,14
2011-06-26 - 2019-02-24,2013-12-20,,21
2011-06-26 - 2019-02-24,2013-12-21,,13
2011-06-26 - 2019-02-24,2013-12-22,,18
2011-06-26 - 2019-02-24,2013-12-23,,12
2011-06-26 - 2019-02-24,2013-12-24,,14
2011-06-26 - 2019-02-24,2013-12-25,,13
2011-06-26 - 2019-02-24,2013-12-26,,10
2011-06-26 - 2019-02-24,2013-12-27,,29
2011-06-26 - 2019-02-24,2013-12-28,,22
2011-06-26 - 2019-02-24,2013-12-29,,15
2011-06-26 - 2019-02-24,2013-12-30,,13
2011-06-26 - 2019-02-24,2013-12-31,,11
2011-06-26 - 2019-02-24,2014-01-01,,20
2011-06-26 - 2019-02-24,2014-01-02,,24
2011-06-26 - 2019-02-24,2014-01-03,,31
2011-06-26 - 2019-02-24,2014-01-04,,10
2011-06-26 - 2019-02-24,2014-01-05,,9
2011-06-26 - 2019-02-24,2014-01-06,,17
2011-06-26 - 2019-02-24,2014-01-07,,26
2011-06-26 - 2019-02-24,2014-01-08,,22
2011-06-26 - 2019-02-24,2014-01-09,,14
2011-06-26 - 2019-02-24,2014-01-10,,9
2011-06-26 - 2019-02-24,2014-01-11,,16
2011-06-26 - 2019-02-24,2014-01-12,,14
2011-06-26 - 2019-02-24,2014-01-13,,9
2011-06-26 - 2019-02-24,2014-01-14,,19
2011-06-26 - 2019-02-24,2014-01-15,,21
2011-06-26 - 2019-02-24,2014-01-16,,21
2011-06-26 - 2019-02-24,2014-01-17,,26
2011-06-26 - 2019-02-24,2014-01-18,,14
2011-06-26 - 2019-02-24,2014-01-19,,19
2011-06-26 - 2019-02-24,2014-01-20,,24
2011-06-26 - 2019-02-24,2014-01-21,,20
2011-06-26 - 2019-02-24,2014-01-22,,22
2011-06-26 - 2019-02-24,2014-01-23,,22
2011-06-26 - 2019-02-24,2014-01-24,,12
2011-06-26 - 2019-02-24,2014-01-25,,16
2011-06-26 - 2019-02-24,2014-01-26,,16
2011-06-26 - 2019-02-24,2014-01-27,,12
2011-06-26 - 2019-02-24,2014-01-28,,21
2011-06-26 - 2019-02-24,2014-01-29,,17
2011-06-26 - 2019-02-24,2014-01-30,,16
2011-06-26 - 2019-02-24,2014-01-31,,18
2011-06-26 - 2019-02-24,2014-02-01,,18
2011-06-26 - 2019-02-24,2014-02-02,,29
2011-06-26 - 2019-02-24,2014-02-03,,12
2011-06-26 - 2019-02-24,2014-02-04,,26
2011-06-26 - 2019-02-24,2014-02-05,,16
2011-06-26 - 2019-02-24,2014-02-06,,15
2011-06-26 - 2019-02-24,2014-02-07,,13
2011-06-26 - 2019-02-24,2014-02-08,,19
2011-06-26 - 2019-02-24,2014-02-09,,17
2011-06-26 - 2019-02-24,2014-02-10,,14
2011-06-26 - 2019-02-24,2014-02-11,,15
2011-06-26 - 2019-02-24,2014-02-12,,13
2011-06-26 - 2019-02-24,2014-02-13,,9
2011-06-26 - 2019-02-24,2014-02-14,,12
2011-06-26 - 2019-02-24,2014-02-15,,18
2011-06-26 - 2019-02-24,2014-02-16,,16
2011-06-26 - 2019-02-24,2014-02-17,,13
2011-06-26 - 2019-02-24,2014-02-18,,5
2011-06-26 - 2019-02-24,2014-02-19,,13
2011-06-26 - 2019-02-24,2014-02-20,,11
2011-06-26 - 2019-02-24,2014-02-21,,11
2011-06-26 - 2019-02-24,2014-02-22,,21
2011-06-26 - 2019-02-24,2014-02-23,,9
2011-06-26 - 2019-02-24,2014-02-24,,11
2011-06-26 - 2019-02-24,2014-02-25,,13
2011-06-26 - 2019-02-24,2014-02-26,,14
2011-06-26 - 2019-02-24,2014-02-27,,16
2011-06-26 - 2019-02-24,2014-02-28,,17
2011-06-26 - 2019-02-24,2014-03-01,,11
2011-06-26 - 2019-02-24,2014-03-02,,10
2011-06-26 - 2019-02-24,2014-03-03,,6
2011-06-26 - 2019-02-24,2014-03-04,,8
2011-06-26 - 2019-02-24,2014-03-05,,10
2011-06-26 - 2019-02-24,2014-03-06,,18
2011-06-26 - 2019-02-24,2014-03-07,,15
2011-06-26 - 2019-02-24,2014-03-08,,11
2011-06-26 - 2019-02-24,2014-03-09,,9
2011-06-26 - 2019-02-24,2014-03-10,,15
2011-06-26 - 2019-02-24,2014-03-11,,5
2011-06-26 - 2019-02-24,2014-03-12,,9
2011-06-26 - 2019-02-24,2014-03-13,,8
2011-06-26 - 2019-02-24,2014-03-14,,13
2011-06-26 - 2019-02-24,2014-03-15,,7
2011-06-26 - 2019-02-24,2014-03-16,,8
2011-06-26 - 2019-02-24,2014-03-17,,6
2011-06-26 - 2019-02-24,2014-03-18,,14
2011-06-26 - 2019-02-24,2014-03-19,,9
2011-06-26 - 2019-02-24,2014-03-20,,9
2011-06-26 - 2019-02-24,2014-03-21,,9
2011-06-26 - 2019-02-24,2014-03-22,,10
2011-06-26 - 2019-02-24,2014-03-23,,8
2011-06-26 - 2019-02-24,2014-03-24,,13
2011-06-26 - 2019-02-24,2014-03-25,,5
2011-06-26 - 2019-02-24,2014-03-26,,16
2011-06-26 - 2019-02-24,2014-03-27,,11
2011-06-26 - 2019-02-24,2014-03-28,,9
2011-06-26 - 2019-02-24,2014-03-29,,13
2011-06-26 - 2019-02-24,2014-03-30,,14
2011-06-26 - 2019-02-24,2014-03-31,,16
2011-06-26 - 2019-02-24,2014-04-01,,7
2011-06-26 - 2019-02-24,2014-04-02,,14
2011-06-26 - 2019-02-24,2014-04-03,,14
2011-06-26 - 2019-02-24,2014-04-04,,13
2011-06-26 - 2019-02-24,2014-04-05,,13
2011-06-26 - 2019-02-24,2014-04-06,,14
2011-06-26 - 2019-02-24,2014-04-07,,22
2011-06-26 - 2019-02-24,2014-04-08,,11
2011-06-26 - 2019-02-24,2014-04-09,,6
2011-06-26 - 2019-02-24,2014-04-10,,16
2011-06-26 - 2019-02-24,2014-04-11,,14
2011-06-26 - 2019-02-24,2014-04-12,,11
2011-06-26 - 2019-02-24,2014-04-13,,14
2011-06-26 - 2019-02-24,2014-04-14,,14
2011-06-26 - 2019-02-24,2014-04-15,,16
2011-06-26 - 2019-02-24,2014-04-16,,16
2011-06-26 - 2019-02-24,2014-04-17,,14
2011-06-26 - 2019-02-24,2014-04-18,,16
2011-06-26 - 2019-02-24,2014-04-19,,9
2011-06-26 - 2019-02-24,2014-04-20,,10
2011-06-26 - 2019-02-24,2014-04-21,,10
2011-06-26 - 2019-02-24,2014-04-22,,16
2011-06-26 - 2019-02-24,2014-04-23,,19
2011-06-26 - 2019-02-24,2014-04-24,,17
2011-06-26 - 2019-02-24,2014-04-25,,12
2011-06-26 - 2019-02-24,2014-04-26,,12
2011-06-26 - 2019-02-24,2014-04-27,,27
2011-06-26 - 2019-02-24,2014-04-28,,18
2011-06-26 - 2019-02-24,2014-04-29,,5
2011-06-26 - 2019-02-24,2014-04-30,,5
2011-06-26 - 2019-02-24,2014-05-01,,6
2011-06-26 - 2019-02-24,2014-05-02,,9
2011-06-26 - 2019-02-24,2014-05-03,,13
2011-06-26 - 2019-02-24,2014-05-04,,9
2011-06-26 - 2019-02-24,2014-05-05,,8
2011-06-26 - 2019-02-24,2014-05-06,,13
2011-06-26 - 2019-02-24,2014-05-07,,5
2011-06-26 - 2019-02-24,2014-05-08,,14
2011-06-26 - 2019-02-24,2014-05-09,,4
2011-06-26 - 2019-02-24,2014-05-10,,6
2011-06-26 - 2019-02-24,2014-05-11,,14
2011-06-26 - 2019-02-24,2014-05-12,,5
2011-06-26 - 2019-02-24,2014-05-13,,15
2011-06-26 - 2019-02-24,2014-05-14,,12
2011-06-26 - 2019-02-24,2014-05-15,,8
2011-06-26 - 2019-02-24,2014-05-16,,17
2011-06-26 - 2019-02-24,2014-05-17,,21
2011-06-26 - 2019-02-24,2014-05-18,,27
2011-06-26 - 2019-02-24,2014-05-19,,36
2011-06-26 - 2019-02-24,2014-05-20,,18
2011-06-26 - 2019-02-24,2014-05-21,,19
2011-06-26 - 2019-02-24,2014-05-22,,10
2011-06-26 - 2019-02-24,2014-05-23,,14
2011-06-26 - 2019-02-24,2014-05-24,,7
2011-06-26 - 2019-02-24,2014-05-25,,10
2011-06-26 - 2019-02-24,2014-05-26,,11
2011-06-26 - 2019-02-24,2014-05-27,,17
